place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere,to_be_removed
,,,,,,bland lasagna cold helper inviting ambience,,,Negative,Negative,Positive,
,,,,,,responsive security ,,,,Positive,,
,,,,,,mediocre wrap  stressful room,,,Negative,,Negative,
,,,,,,unhelpful online support romantic decor,,,,Negative,Positive,
,,,,,,mushy appetizer friendly security ,,,Negative,Positive,,
,,,,,,cold ambiance,,,,,Negative,
,,,,,,burnt ice cream careless server breezy feelings,,,Negative,Negative,Positive,
,,,,,,diligent room service ,,,,Positive,,
,,,,,,overly greasy gravy  unappealing music,,,Negative,,Negative,
,,,,,,cold virtual assistant refreshing room,,,,Negative,Positive,
,,,,,,smelly delicacy excellent team member ,,,Negative,Positive,,
,,,,,,sterile indoor,,,,,Negative,
,,,,,,gummy quiche unaccommodating customer support pleasant lighting,,,Negative,Negative,Positive,
,,,,,,efficient guide ,,,,Positive,,
,,,,,,unappetizing treat  oppressive outlook,,,Negative,,Negative,
,,,,,,unprofessional busboy refreshing feel,,,,Negative,Positive,
,,,,,,greasy side dish reliable delivery service ,,,Negative,Positive,,
,,,,,,unrelaxed visuals,,,,,Negative,
,,,,,,spoiled tacos incompetent service desk friendly feel,,,Negative,Negative,Positive,
,,,,,,welcoming housekeeper ,,,,Positive,,
,,,,,,flavorless soup  too bright room,,,Negative,,Negative,
,,,,,,overwhelmed host peaceful surroundings,,,,Negative,Positive,
,,,,,,soggy beverage sincere caregiver ,,,Negative,Positive,,
,,,,,,oppressive setting,,,,,Negative,
,,,,,,rotten platter disengaged order tracking tranquil charm,,,Negative,Negative,Positive,
,,,,,,trustworthy online ordering ,,,,Positive,,
,,,,,,smelly pie  noisy surroundings,,,Negative,,Negative,
,,,,,,disengaged valet enticing temperature,,,,Negative,Positive,
,,,,,,tasteless picnic thoughtful guide ,,,Negative,Positive,,
,,,,,,unpolished indoor,,,,,Negative,
,,,,,,inadequate dish clumsy automated service modern tone,,,Negative,Negative,Positive,
,,,,,,friendly support hotline ,,,,Positive,,
,,,,,,salty waffles  unsightly furniture,,,Negative,,Negative,
,,,,,,inadequate check-in peaceful charm,,,,Negative,Positive,
,,,,,,spoiled guacamole skilled concierge ,,,Negative,Positive,,
,,,,,,cold feelings,,,,,Negative,
,,,,,,unpleasant casserole unaware automated service welcoming indoor,,,Negative,Negative,Positive,
,,,,,,engaged customer care ,,,,Positive,,
,,,,,,rotten dessert  too loud temperature,,,Negative,,Negative,
,,,,,,confused order taker chilled art,,,,Negative,Positive,
,,,,,,unseasoned steak pleasant e-commerce ,,,Negative,Positive,,
,,,,,,bland interior,,,,,Negative,
,,,,,,unfresh cookies nonchalant room service uplifting surroundings,,,Negative,Negative,Positive,
,,,,,,attentive order taker ,,,,Positive,,
,,,,,,unripe snack  depressing view,,,Negative,,Negative,
,,,,,,rude service desk romantic layout,,,,Negative,Positive,
,,,,,,overly greasy banquet skilled security ,,,Negative,Positive,,
,,,,,,chaotic lighting,,,,,Negative,
,,,,,,sour dinner unresponsive valet comfortable structure,,,Negative,Negative,Positive,
,,,,,,helpful clerk ,,,,Positive,,
,,,,,,rubbery soup  unappealing furnishing,,,Negative,,Negative,
,,,,,,disorganized support rustic background,,,,Negative,Positive,
,,,,,,bland coffee skilled cleaner ,,,Negative,Positive,,
,,,,,,unpleasant layout,,,,,Negative,
,,,,,,too salty dinner unfriendly remote service rustic temperature,,,Negative,Negative,Positive,
,,,,,,outstanding valet ,,,,Positive,,
,,,,,,bland main course  shabby ambiance,,,Negative,,Negative,
,,,,,,cold e-commerce spacious room,,,,Negative,Positive,
,,,,,,unseasoned waffles professional guide ,,,Negative,Positive,,
,,,,,,unwelcoming tone,,,,,Negative,
,,,,,,unripe noodles dismissive customer inquiry breezy comfort,,,Negative,Negative,Positive,
,,,,,,warm support agent ,,,,Positive,,
,,,,,,flavorless side dish  unsightly mood,,,Negative,,Negative,
,,,,,,impolite valet beautiful charm,,,,Negative,Positive,
,,,,,,spoiled soup top-notch service desk ,,,Negative,Positive,,
,,,,,,unpleasant coziness,,,,,Negative,
,,,,,,unfresh wrap disrespectful chatbot tranquil outdoor,,,Negative,Negative,Positive,
,,,,,,engaged check-in ,,,,Positive,,
,,,,,,unhealthy pasta  awkward space,,,Negative,,Negative,
,,,,,,unhelpful hostess stylish outlook,,,,Negative,Positive,
,,,,,,cold tacos warm housekeeper ,,,Negative,Positive,,
,,,,,,oppressive furnishing,,,,,Negative,
,,,,,,tasteless waffles impolite online ordering casual vibe,,,Negative,Negative,Positive,
,,,,,,reliable pickup service ,,,,Positive,,
,,,,,,spoiled chicken  shabby sight,,,Negative,,Negative,
,,,,,,inefficient support charming outlook,,,,Negative,Positive,
,,,,,,salty sandwich skilled online support ,,,Negative,Positive,,
,,,,,,chaotic atmosphere,,,,,Negative,
,,,,,,soggy pizza unreliable valet cozy ambience,,,Negative,Negative,Positive,
,,,,,,outstanding order taker ,,,,Positive,,
,,,,,,stringy chocolate  gloomy structure,,,Negative,,Negative,
,,,,,,inefficient customer care peaceful furniture,,,,Negative,Positive,
,,,,,,unflavorful ice cream timely delivery service ,,,Negative,Positive,,
,,,,,,unpleasant indoor,,,,,Negative,
,,,,,,stinky paella unfriendly order tracking cozy air,,,Negative,Negative,Positive,
,,,,,,genuine hostess ,,,,Positive,,
,,,,,,inadequate pasta  uninspiring charm,,,Negative,,Negative,
,,,,,,disrespectful order processing spacious charm,,,,Negative,Positive,
,,,,,,unrefined chicken professional staff ,,,Negative,Positive,,
,,,,,,unwelcoming space,,,,,Negative,
,,,,,,bitter soft drink insincere concierge contemporary environment,,,Negative,Negative,Positive,
,,,,,,accommodating order processing ,,,,Positive,,
,,,,,,unfresh snack  stuffy outlook,,,Negative,,Negative,
,,,,,,unpleasant customer inquiry welcoming environment,,,,Negative,Positive,
,,,,,,soggy cookies respectful staff ,,,Negative,Positive,,
,,,,,,unpleasant feelings,,,,,Negative,
,,,,,,over-sweetened tacos incompetent telephonic service chic decor,,,Negative,Negative,Positive,
,,,,,,gracious order processing ,,,,Positive,,
,,,,,,undercooked delicacy  unsophisticated outdoor,,,Negative,,Negative,
,,,,,,inefficient service desk sophisticated sight,,,,Negative,Positive,
,,,,,,underseasoned hamburger genuine service desk ,,,Negative,Positive,,
,,,,,,chaotic ambiance,,,,,Negative,
,,,,,,mediocre entree unskilled bartender inviting art,,,Negative,Negative,Positive,
,,,,,,kind phone ordering ,,,,Positive,,
,,,,,,rotten concoction  isolated air,,,Negative,,Negative,
,,,,,,disinterested customer care classy setting,,,,Negative,Positive,
,,,,,,disgusting waffles reliable waitress ,,,Negative,Positive,,
,,,,,,too loud sound,,,,,Negative,
,,,,,,unpleasant buffet hostile manager refreshing aura,,,Negative,Negative,Positive,
,,,,,,trustworthy customer service ,,,,Positive,,
,,,,,,undercooked sushi  awkward sight,,,Negative,,Negative,
,,,,,,unresponsive helper ambiance tone,,,,Negative,Positive,
,,,,,,cold spread accommodating automated service ,,,Negative,Positive,,
,,,,,,isolated view,,,,,Negative,
,,,,,,tough pancakes untrustworthy customer inquiry welcoming style,,,Negative,Negative,Positive,
,,,,,,attentive assistant ,,,,Positive,,
,,,,,,mediocre entree  unromantic space,,,Negative,,Negative,
,,,,,,disrespectful attendant lively furniture,,,,Negative,Positive,
,,,,,,unripe spaghetti pleasant caretaker ,,,Negative,Positive,,
,,,,,,disagreeable environment,,,,,Negative,
,,,,,,rubbery tofu disrespectful support agent elegant structure,,,Negative,Negative,Positive,
,,,,,,professional virtual assistant ,,,,Positive,,
,,,,,,chewy tea  cluttered ambience,,,Negative,,Negative,
,,,,,,irritating customer care calming furniture,,,,Negative,Positive,
,,,,,,unseasoned guacamole warm service desk ,,,Negative,Positive,,
,,,,,,unwelcoming charm,,,,,Negative,
,,,,,,unseasoned cheese disrespectful valet uplifting coziness,,,Negative,Negative,Positive,
,,,,,,cheerful server ,,,,Positive,,
,,,,,,dry coffee  cold hospitality,,,Negative,,Negative,
,,,,,,slow e-commerce stylish hospitality,,,,Negative,Positive,
,,,,,,greasy lasagna skilled digital assistant ,,,Negative,Positive,,
,,,,,,unpleasant mood,,,,,Negative,
,,,,,,slimy tacos cold clerk romantic space,,,Negative,Negative,Positive,
,,,,,,welcoming receptionist ,,,,Positive,,
,,,,,,mediocre pasta salad  overcrowded charm,,,Negative,,Negative,
,,,,,,hasty service desk serene feel,,,,Negative,Positive,
,,,,,,overcooked soft drink gracious order confirmation ,,,Negative,Positive,,
,,,,,,too bright space,,,,,Negative,
,,,,,,unseasoned meal clumsy pickup service intimate mood,,,Negative,Negative,Positive,
,,,,,,knowledgeable receptionist ,,,,Positive,,
,,,,,,disgusting curry  bland tone,,,Negative,,Negative,
,,,,,,distracting waiter casual acoustics,,,,Negative,Positive,
,,,,,,bland treat thoughtful waitperson ,,,Negative,Positive,,
,,,,,,cold setting,,,,,Negative,
,,,,,,unflavorful dish impolite e-commerce peaceful art,,,Negative,Negative,Positive,
,,,,,,consistent delivery person ,,,,Positive,,
,,,,,,cold smoothie  noisy ambience,,,Negative,,Negative,
,,,,,,impolite receptionist airy outdoor,,,,Negative,Positive,
,,,,,,lumpy tacos trustworthy customer inquiry ,,,Negative,Positive,,
,,,,,,sterile energy,,,,,Negative,
,,,,,,greasy rice insincere order taker casual decor,,,Negative,Negative,Positive,
,,,,,,accommodating cleaner ,,,,Positive,,
,,,,,,unhealthy ice cream  gloomy music,,,Negative,,Negative,
,,,,,,hostile bartender beautiful setting,,,,Negative,Positive,
,,,,,,spoiled burger fast waitress ,,,Negative,Positive,,
,,,,,,uninspiring energy,,,,,Negative,
,,,,,,too salty meal disengaged busboy relaxing design,,,Negative,Negative,Positive,
,,,,,,cheerful helper ,,,,Positive,,
,,,,,,spoiled chicken  dark design,,,Negative,,Negative,
,,,,,,unreliable bellboy chilled furnishing,,,,Negative,Positive,
,,,,,,soggy bread excellent host ,,,Negative,Positive,,
,,,,,,unpolished energy,,,,,Negative,
,,,,,,disappointing side dish dismissive waitress serene vibe,,,Negative,Negative,Positive,
,,,,,,exceptional virtual assistant ,,,,Positive,,
,,,,,,burnt sausages  unwelcoming aura,,,Negative,,Negative,
,,,,,,confused manager refreshing ambience,,,,Negative,Positive,
,,,,,,unflavorful coffee attentive attendant ,,,Negative,Positive,,
,,,,,,unromantic music,,,,,Negative,
,,,,,,stinky cake impolite customer care airy room,,,Negative,Negative,Positive,
,,,,,,efficient delivery ,,,,Positive,,
,,,,,,mushy dinner  too loud space,,,Negative,,Negative,
,,,,,,rude remote service ambiance sight,,,,Negative,Positive,
,,,,,,over-sweetened quiche knowledgeable reservation ,,,Negative,Positive,,
,,,,,,uninspiring outlook,,,,,Negative,
,,,,,,unpleasant tacos unresponsive helper friendly warmth,,,Negative,Negative,Positive,
,,,,,,responsive host ,,,,Positive,,
,,,,,,lumpy chips  cold ambience,,,Negative,,Negative,
,,,,,,overbearing clerk relaxing acoustics,,,,Negative,Positive,
,,,,,,overcooked cake approachable team ,,,Negative,Positive,,
,,,,,,stressful background,,,,,Negative,
,,,,,,soggy noodles confused dishwasher uplifting layout,,,Negative,Negative,Positive,
,,,,,,knowledgeable caregiver ,,,,Positive,,
,,,,,,soggy burger  uncomfortable ambiance,,,Negative,,Negative,
,,,,,,cold bellboy beautiful lighting,,,,Negative,Positive,
,,,,,,undercooked soup approachable check-in ,,,Negative,Positive,,
,,,,,,awkward temperature,,,,,Negative,
,,,,,,soggy waffles unreliable attendant rustic feel,,,Negative,Negative,Positive,
,,,,,,consistent account manager ,,,,Positive,,
,,,,,,unripe concoction  chaotic ambience,,,Negative,,Negative,
,,,,,,disorganized chatbot serene tone,,,,Negative,Positive,
,,,,,,flavorless main course friendly caretaker ,,,Negative,Positive,,
,,,,,,noisy warmth,,,,,Negative,
,,,,,,overcooked dinner unskilled support hotline friendly room,,,Negative,Negative,Positive,
,,,,,,helpful support ,,,,Positive,,
,,,,,,inadequate pasta  unwelcoming style,,,Negative,,Negative,
,,,,,,rude customer care modern space,,,,Negative,Positive,
,,,,,,undercooked snack sincere waitstaff ,,,Negative,Positive,,
,,,,,,unsightly charm,,,,,Negative,
,,,,,,mushy paella disinterested hostess inviting warmth,,,Negative,Negative,Positive,
,,,,,,enthusiastic host ,,,,Positive,,
,,,,,,dry chicken  overcrowded design,,,Negative,,Negative,
,,,,,,unhelpful telephonic service peaceful hospitality,,,,Negative,Positive,
,,,,,,bitter main course smiling waitress ,,,Negative,Positive,,
,,,,,,disorienting temperature,,,,,Negative,
,,,,,,undercooked quiche cold digital assistant relaxing lighting,,,Negative,Negative,Positive,
,,,,,,thoughtful digital assistant ,,,,Positive,,
,,,,,,stringy treat  dirty furnishing,,,Negative,,Negative,
,,,,,,dismissive e-commerce calming ambiance,,,,Negative,Positive,
,,,,,,lumpy salad accommodating service representative ,,,Negative,Positive,,
,,,,,,unappealing view,,,,,Negative,
,,,,,,overly greasy coffee overwhelmed attendant stylish tone,,,Negative,Negative,Positive,
,,,,,,knowledgeable valet ,,,,Positive,,
,,,,,,slimy pasta  stressful space,,,Negative,,Negative,
,,,,,,inattentive order processing sophisticated environment,,,,Negative,Positive,
,,,,,,spoiled fish and chips attentive online ordering ,,,Negative,Positive,,
,,,,,,chaotic layout,,,,,Negative,
,,,,,,inadequate brunch inattentive team chic setting,,,Negative,Negative,Positive,
,,,,,,friendly receptionist ,,,,Positive,,
,,,,,,unseasoned steak  uncomfortable air,,,Negative,,Negative,
,,,,,,unfriendly online ordering friendly art,,,,Negative,Positive,
,,,,,,tough appetizer outstanding chatbot ,,,Negative,Positive,,
,,,,,,unbalanced atmosphere,,,,,Negative,
,,,,,,unflavorful treat unaccommodating e-commerce intimate background,,,Negative,Negative,Positive,
,,,,,,knowledgeable support hotline ,,,,Positive,,
,,,,,,lumpy cocktail  bland vibration,,,Negative,,Negative,
,,,,,,disorganized customer care charming style,,,,Negative,Positive,
,,,,,,overcooked lunch courteous helper ,,,Negative,Positive,,
,,,,,,harsh art,,,,,Negative,
,,,,,,bland wrap impolite service representative bright sound,,,Negative,Negative,Positive,
,,,,,,exceptional bellboy ,,,,Positive,,
,,,,,,disgusting entree  harsh lighting indoor,,,Negative,,Negative,
,,,,,,untrustworthy customer service peaceful structure,,,,Negative,Positive,
,,,,,,underseasoned juice outstanding order tracking ,,,Negative,Positive,,
,,,,,,stale indoor,,,,,Negative,
,,,,,,overly greasy chocolate inefficient waitress quiet indoor,,,Negative,Negative,Positive,
,,,,,,respectful cleaner ,,,,Positive,,
,,,,,,unripe spaghetti  unpolished vibration,,,Negative,,Negative,
,,,,,,distracting service desk peaceful ambiance,,,,Negative,Positive,
,,,,,,greasy cookies skilled live chat ,,,Negative,Positive,,
,,,,,,shabby space,,,,,Negative,
,,,,,,spoiled pancakes unpleasant online support inviting lighting,,,Negative,Negative,Positive,
,,,,,,smiling caretaker ,,,,Positive,,
,,,,,,unrefined course  shabby charm,,,Negative,,Negative,
,,,,,,disrespectful waitstaff relaxing air,,,,Negative,Positive,
,,,,,,awful delicacy attentive automated service ,,,Negative,Positive,,
,,,,,,uninspiring background,,,,,Negative,
,,,,,,undercooked dish confused chatbot warm coziness,,,Negative,Negative,Positive,
,,,,,,attentive waiter ,,,,Positive,,
,,,,,,salty soup  uncomfortable outlook,,,Negative,,Negative,
,,,,,,overbearing support agent intimate visuals,,,,Negative,Positive,
,,,,,,mushy salad trustworthy customer inquiry ,,,Negative,Positive,,
,,,,,,unrelaxed comfort,,,,,Negative,
,,,,,,unflavorful hamburger unpleasant telephonic service inviting ambiance,,,Negative,Negative,Positive,
,,,,,,engaging bartender ,,,,Positive,,
,,,,,,dry brunch  oppressive sight,,,Negative,,Negative,
,,,,,,inattentive telephonic service welcoming space,,,,Negative,Positive,
,,,,,,lumpy wrap attentive team ,,,Negative,Positive,,
,,,,,,unsophisticated surroundings,,,,,Negative,
,,,,,,mediocre platter inattentive support agent airy music,,,Negative,Negative,Positive,
,,,,,,attentive live chat ,,,,Positive,,
,,,,,,too salty paella  unpleasant charm,,,Negative,,Negative,
,,,,,,nonchalant live chat welcoming air,,,,Negative,Positive,
,,,,,,inadequate tea respectful digital assistant ,,,Negative,Positive,,
,,,,,,unpolished atmosphere,,,,,Negative,
,,,,,,chewy noodles awkward staff intimate ambiance,,,Negative,Negative,Positive,
,,,,,,respectful clerk ,,,,Positive,,
,,,,,,disappointing sushi  unbalanced atmosphere,,,Negative,,Negative,
,,,,,,distracting chef refreshing vibration,,,,Negative,Positive,
,,,,,,lumpy paella enthusiastic waitstaff ,,,Negative,Positive,,
,,,,,,uninspiring environment,,,,,Negative,
,,,,,,underseasoned burger impolite dishwasher vibrant temperature,,,Negative,Negative,Positive,
,,,,,,considerate busboy ,,,,Positive,,
,,,,,,stringy pie  cold hospitality,,,Negative,,Negative,
,,,,,,overwhelmed hostess tranquil music,,,,Negative,Positive,
,,,,,,greasy noodles skilled e-commerce ,,,Negative,Positive,,
,,,,,,overcrowded sight,,,,,Negative,
,,,,,,stringy sausages distracting delivery cozy energy,,,Negative,Negative,Positive,
,,,,,,attentive staff ,,,,Positive,,
,,,,,,inadequate pasta salad  uninspiring design,,,Negative,,Negative,
,,,,,,confused customer care cozy vibe,,,,Negative,Positive,
,,,,,,spoiled main course responsive reservation ,,,Negative,Positive,,
,,,,,,unappealing space,,,,,Negative,
,,,,,,unflavorful pasta hasty concierge enticing feelings,,,Negative,Negative,Positive,
,,,,,,helpful service desk ,,,,Positive,,
,,,,,,unhealthy pancakes  noisy setting,,,Negative,,Negative,
,,,,,,impolite online support welcoming background,,,,Negative,Positive,
,,,,,,unpleasant snack engaged support hotline ,,,Negative,Positive,,
,,,,,,chaotic furniture,,,,,Negative,
,,,,,,inadequate noodles poor waitperson romantic ambiance,,,Negative,Negative,Positive,
,,,,,,attentive security ,,,,Positive,,
,,,,,,flavorless feast  too bright space,,,Negative,,Negative,
,,,,,,unpleasant waitstaff lively comfort,,,,Negative,Positive,
,,,,,,sour dinner cheerful service desk ,,,Negative,Positive,,
,,,,,,stale comfort,,,,,Negative,
,,,,,,mushy fried rice inattentive concierge warm coziness,,,Negative,Negative,Positive,
,,,,,,thoughtful security ,,,,Positive,,
,,,,,,gummy course  uncomfortable style,,,Negative,,Negative,
,,,,,,impolite guide casual comfort,,,,Negative,Positive,
,,,,,,cold dinner considerate attendant ,,,Negative,Positive,,
,,,,,,overcrowded setting,,,,,Negative,
,,,,,,unhealthy chicken rude clerk rustic hospitality,,,Negative,Negative,Positive,
,,,,,,efficient support ,,,,Positive,,
,,,,,,stale quinoa  unpleasant space,,,Negative,,Negative,
,,,,,,disrespectful receptionist bright ambience,,,,Negative,Positive,
,,,,,,bland fish helpful check-in ,,,Negative,Positive,,
,,,,,,disagreeable aura,,,,,Negative,
,,,,,,too salty buffet rude caretaker warm hospitality,,,Negative,Negative,Positive,
,,,,,,considerate order tracking ,,,,Positive,,
,,,,,,burnt dessert  chaotic acoustics,,,Negative,,Negative,
,,,,,,awkward hostess peaceful mood,,,,Negative,Positive,
,,,,,,disgusting buffet kind online ordering ,,,Negative,Positive,,
,,,,,,unpleasant comfort,,,,,Negative,
,,,,,,mediocre meal rude customer support beautiful art,,,Negative,Negative,Positive,
,,,,,,welcoming chatbot ,,,,Positive,,
,,,,,,undercooked cocktail  chaotic sound,,,Negative,,Negative,
,,,,,,inefficient security lively mood,,,,Negative,Positive,
,,,,,,burnt meal enthusiastic online ordering ,,,Negative,Positive,,
,,,,,,depressing atmosphere,,,,,Negative,
,,,,,,smelly coffee unprofessional attendant inviting hospitality,,,Negative,Negative,Positive,
,,,,,,trustworthy support agent ,,,,Positive,,
,,,,,,bitter chicken  isolated outdoor,,,Negative,,Negative,
,,,,,,rude assistant luxurious ambience,,,,Negative,Positive,
,,,,,,mediocre main course cheerful phone ordering ,,,Negative,Positive,,
,,,,,,unsophisticated decor,,,,,Negative,
,,,,,,unappetizing cocktail annoying virtual assistant relaxing hospitality,,,Negative,Negative,Positive,
,,,,,,courteous delivery ,,,,Positive,,
,,,,,,inadequate cake  harsh lighting space,,,Negative,,Negative,
,,,,,,poor help desk chic setting,,,,Negative,Positive,
,,,,,,gummy sushi timely e-commerce ,,,Negative,Positive,,
,,,,,,isolated view,,,,,Negative,
,,,,,,unrefined spaghetti clumsy staff luxurious coziness,,,Negative,Negative,Positive,
,,,,,,diligent valet ,,,,Positive,,
,,,,,,unseasoned picnic  awkward space,,,Negative,,Negative,
,,,,,,cold security calming energy,,,,Negative,Positive,
,,,,,,soggy guacamole excellent server ,,,Negative,Positive,,
,,,,,,bland sight,,,,,Negative,
,,,,,,unripe smoothie impolite technician lively setting,,,Negative,Negative,Positive,
,,,,,,excellent security ,,,,Positive,,
,,,,,,unripe concoction  unpolished decor,,,Negative,,Negative,
,,,,,,disrespectful cleaner homey sound,,,,Negative,Positive,
,,,,,,too salty steak cheerful cleaner ,,,Negative,Positive,,
,,,,,,awkward space,,,,,Negative,
,,,,,,overly greasy sausages overbearing assistant serene space,,,Negative,Negative,Positive,
,,,,,,approachable customer inquiry ,,,,Positive,,
,,,,,,unfresh pasta  unsophisticated coziness,,,Negative,,Negative,
,,,,,,rude assistant relaxing warmth,,,,Negative,Positive,
,,,,,,stale pizza professional pickup service ,,,Negative,Positive,,
,,,,,,sterile atmosphere,,,,,Negative,
,,,,,,overly greasy quiche unaware delivery comfortable music,,,Negative,Negative,Positive,
,,,,,,exceptional pickup service ,,,,Positive,,
,,,,,,greasy breakfast  unpleasant setting,,,Negative,,Negative,
,,,,,,inefficient concierge colorful ambiance,,,,Negative,Positive,
,,,,,,mushy cake considerate online ordering ,,,Negative,Positive,,
,,,,,,too loud warmth,,,,,Negative,
,,,,,,spoiled course rude dishwasher classy furniture,,,Negative,Negative,Positive,
,,,,,,welcoming team member ,,,,Positive,,
,,,,,,chewy noodles  unpleasant comfort,,,Negative,,Negative,
,,,,,,inattentive live chat comfortable setting,,,,Negative,Positive,
,,,,,,spoiled salad approachable order confirmation ,,,Negative,Positive,,
,,,,,,soulless feelings,,,,,Negative,
,,,,,,unripe sushi rolls overbearing reservation refreshing room,,,Negative,Negative,Positive,
,,,,,,top-notch staff ,,,,Positive,,
,,,,,,dry appetizer  bland ambience,,,Negative,,Negative,
,,,,,,rude support hotline fresh interior,,,,Negative,Positive,
,,,,,,tasteless sausages polite support ,,,Negative,Positive,,
,,,,,,overcrowded surroundings,,,,,Negative,
,,,,,,overcooked cake unhelpful attendant enticing setting,,,Negative,Negative,Positive,
,,,,,,welcoming live chat ,,,,Positive,,
,,,,,,disgusting tea  depressing atmosphere,,,Negative,,Negative,
,,,,,,cold caretaker breezy furnishing,,,,Negative,Positive,
,,,,,,spoiled entrée courteous service desk ,,,Negative,Positive,,
,,,,,,unpolished indoor,,,,,Negative,
,,,,,,rubbery cookies unhelpful service desk inviting music,,,Negative,Negative,Positive,
,,,,,,accommodating waiter ,,,,Positive,,
,,,,,,disgusting chocolate  unappealing surroundings,,,Negative,,Negative,
,,,,,,awkward help desk relaxing environment,,,,Negative,Positive,
,,,,,,stale tofu professional order tracking ,,,Negative,Positive,,
,,,,,,overcrowded layout,,,,,Negative,
,,,,,,mushy spaghetti careless cleaner sophisticated music,,,Negative,Negative,Positive,
,,,,,,sincere team ,,,,Positive,,
,,,,,,inadequate snack  dull sight,,,Negative,,Negative,
,,,,,,impolite order processing sophisticated feel,,,,Negative,Positive,
,,,,,,unhealthy platter cheerful helper ,,,Negative,Positive,,
,,,,,,dirty mood,,,,,Negative,
,,,,,,stringy brunch untrustworthy hostess spacious atmosphere,,,Negative,Negative,Positive,
,,,,,,helpful e-commerce ,,,,Positive,,
,,,,,,awful side dish  dark feelings,,,Negative,,Negative,
,,,,,,unconsiderate online ordering lively surroundings,,,,Negative,Positive,
,,,,,,awful vegetables efficient customer care ,,,Negative,Positive,,
,,,,,,harsh charm,,,,,Negative,
,,,,,,overcooked quinoa disinterested order processing uplifting layout,,,Negative,Negative,Positive,
,,,,,,pleasant account manager ,,,,Positive,,
,,,,,,disappointing sushi  cold vibration,,,Negative,,Negative,
,,,,,,confused support agent elegant tone,,,,Negative,Positive,
,,,,,,stringy sausages pleasant account manager ,,,Negative,Positive,,
,,,,,,unrelaxed decor,,,,,Negative,
,,,,,,stale appetizer arrogant waitperson welcoming outdoor,,,Negative,Negative,Positive,
,,,,,,genuine caretaker ,,,,Positive,,
,,,,,,unfresh cheese  stressful mood,,,Negative,,Negative,
,,,,,,irritating hostess chilled acoustics,,,,Negative,Positive,
,,,,,,over-sweetened dish excellent technician ,,,Negative,Positive,,
,,,,,,dull charm,,,,,Negative,
,,,,,,slimy guacamole hasty waitress cozy visuals,,,Negative,Negative,Positive,
,,,,,,diligent customer service ,,,,Positive,,
,,,,,,spoiled burger  too bright energy,,,Negative,,Negative,
,,,,,,unprofessional digital assistant inviting sound,,,,Negative,Positive,
,,,,,,underseasoned quinoa pleasant service desk ,,,Negative,Positive,,
,,,,,,unwelcoming environment,,,,,Negative,
,,,,,,lumpy drink arrogant order processing colorful mood,,,Negative,Negative,Positive,
,,,,,,welcoming online ordering ,,,,Positive,,
,,,,,,slimy fish  bland sight,,,Negative,,Negative,
,,,,,,inadequate virtual assistant relaxing art,,,,Negative,Positive,
,,,,,,unseasoned cake thoughtful support agent ,,,Negative,Positive,,
,,,,,,chaotic vibe,,,,,Negative,
,,,,,,too salty breakfast hasty help desk tranquil atmosphere,,,Negative,Negative,Positive,
,,,,,,excellent delivery person ,,,,Positive,,
,,,,,,dry bread  stressful setting,,,Negative,,Negative,
,,,,,,inattentive manager welcoming sight,,,,Negative,Positive,
,,,,,,awful drink efficient delivery ,,,Negative,Positive,,
,,,,,,uninspiring style,,,,,Negative,
,,,,,,greasy gravy unhelpful maintenance charming environment,,,Negative,Negative,Positive,
,,,,,,cheerful customer support ,,,,Positive,,
,,,,,,stale fried rice  cluttered warmth,,,Negative,,Negative,
,,,,,,inefficient online support stylish room,,,,Negative,Positive,
,,,,,,unappetizing muffin kind manager ,,,Negative,Positive,,
,,,,,,soulless indoor,,,,,Negative,
,,,,,,unfresh side dish dismissive support ambiance aura,,,Negative,Negative,Positive,
,,,,,,considerate order tracking ,,,,Positive,,
,,,,,,overcooked chicken  unpleasant visuals,,,Negative,,Negative,
,,,,,,annoying service desk comfortable warmth,,,,Negative,Positive,
,,,,,,unpleasant cocktail considerate customer support ,,,Negative,Positive,,
,,,,,,unwelcoming tone,,,,,Negative,
,,,,,,overcooked curry disrespectful server intimate design,,,Negative,Negative,Positive,
,,,,,,reliable phone ordering ,,,,Positive,,
,,,,,,sour concoction  harsh lighting furnishing,,,Negative,,Negative,
,,,,,,distracting staff refreshing aura,,,,Negative,Positive,
,,,,,,inadequate casserole respectful attendant ,,,Negative,Positive,,
,,,,,,unpolished temperature,,,,,Negative,
,,,,,,bland smoothie unpleasant valet inviting warmth,,,Negative,Negative,Positive,
,,,,,,genuine bartender ,,,,Positive,,
,,,,,,greasy buffet  too bright layout,,,Negative,,Negative,
,,,,,,unconsiderate clerk relaxing hospitality,,,,Negative,Positive,
,,,,,,unflavorful casserole top-notch customer support ,,,Negative,Positive,,
,,,,,,too bright warmth,,,,,Negative,
,,,,,,greasy quiche irritating telephonic service enticing view,,,Negative,Negative,Positive,
,,,,,,friendly remote service ,,,,Positive,,
,,,,,,greasy chicken  unfriendly aura,,,Negative,,Negative,
,,,,,,cold support hotline welcoming coziness,,,,Negative,Positive,
,,,,,,bitter lasagna pleasant automated service ,,,Negative,Positive,,
,,,,,,oppressive view,,,,,Negative,
,,,,,,lumpy brunch unhelpful waiter cozy ambience,,,Negative,Negative,Positive,
,,,,,,responsive support agent ,,,,Positive,,
,,,,,,greasy quinoa  uninspiring vibration,,,Negative,,Negative,
